Item,SKU,UPC,Unit Cost,Case Size
Nfl philadelphia eagles tabletop inflatab...,HSWE034311,840331401578,3.00,24
Nfl los angeles rams tabletop inflatable ...,HSWE034305,840331401493,3.00,24
Nfl chicago bears cement planter -4in -empty,SEAS034048,810028052819,2.00,12
"Nfl dallas cowboys glass dome paperweight 4""",STAT034277,810079446278,2.00,12
14oz double wall stemless wine cup - pink...,HSWE033502,665613259353,2.50,24
"Silently correcting sign 4""x4""",HSWE032425,672649158864,0.30,40
Greatest mom silicone wine cup 12.5oz,HSWE031956,672649154903,0.50,120
Rainbow car air freshener 2pc,AUTO032037,672649297211,0.50,192
Mattel disney wish best friends teatime p...,TOYS031274,194735172528,14.65,1
"Westcott stencil urban underground 2""",STAT021044,088359107595,0.05,360
"Westcott stencil urban subway 2""",STAT021042,088359107397,0.05,360
Golden years bike bell,SEAS032169,672649882752,1.00,72
Bear and friends pint glass 16 oz.,HSWE032398,672649154606,1.00,16
Bursting with pride mug 18oz,HSWE032044,672649290526,1.50,24
Getting lucky mug 20oz,HSWE031988,672649881328,2.00,24
Shut up liver stainless steel slim can co...,HSWE032027,672649290489,1.50,24
Love comes in many colors mug 18oz,HSWE031930,672649290502,1.50,24
Therapy silicone wine cup 12.5oz,HSWE031876,672649277794,0.50,120
The dock father mug 13.5oz,HSWE031796,672649155641,1.00,24
My partner wine glass 16oz,HSWE031766,672649292629,1.00,16
Sorry i'm late glitter silicone wine cup ...,HSWE031758,672649350893,0.50,120
Teacher silicone wine cup 12.5oz,HSWE031754,672649297471,0.50,120
Magic silicone wine cup 12.5oz,HSWE031746,672649151827,0.50,120
Adhesive bath treads 5ct-lobster ni,HSWE019394,070631041505,0.30,96
Simple inspirations phone pockets - assorted,ELEC031733,703800023391,0.10,576
Tcd fit tech armband phone case-one size(...,ELEC016663,1920400296812,0.10,96
Ariana & bardo 2-ct sachet (pp 3x$9.99),BEAU028582,082121181059,0.50,12
"Mom, i get it now sign 4""x4""",HSWE031816,672649295699,0.30,108
"Rite aid adult wipes, 64ct",HEAL040596,011822070850,1.00,12
Glade plugins scented oil black cherry & ...,CLEA039695,197981002212,2.65,6
Sp raid max liquid ant bait 4ct,PEST031605,046500024344,3.00,14
Sp  off botanicals insect repellent plant...,PEST033575,046500002601,3.75,14
Sp ziploc bag 12ct holiday gallon slider ...,HSWE038370,025700715177,1.80,12
12pc gibson home dinnerware set - cermic ...,HSWE041683,085081562593,16.00,2
12pc gibson home dinnerware set - cermic ...,HSWE041684,085081475930,11.00,2
Gibson home stainless steel knife set 14p...,HSWE038981,085081509505,16.00,4
Rite aid pain relief acetaminophen/ibupro...,HEAL040762,011822781008,0.15,24
Mccormick apple cider finishing sugar 3.6...,FOOD041449,052100058405,0.65,72
Sp stem kills ants roaches spiders 10oz,PEST024583,046500032820,2.75,11
So natural chunk light tuna in oil 2.6 oz...,FOOD039773,810036562584,0.55,24
"Disney pixar lightyear core 5"" figure ass...",TOYS042135,194735069477,1.00,6
Multipet pet bamboo chews bowling pin dog...,PETS041847,784369514087,1.00,24
