ItemCode,Description,CasePack,Source,Search Query,Best ASIN,Matched Title,BSR,Monthly Sold,Seller Count,Amazon Present %,Amazon Is Buybox,Category
FAM04-001,HTLA Olive Oil,1,family_group,HTLA Olive Oil,,,,,,,,
FAM04-002,Oz Dalan Liq,2,family_group,Oz Dalan Liq,,,,,,,,
FAM04-003,Oz Oz Dalan,1,family_group,Oz Oz Dalan,B08MY7FKCY,Dalan Therapy British Rose Ultra Moisturizing Liquid Hand Soap for Normal and Dry Hands Fresh Clean and Soft Feeling (13.5 Fl Oz / 400 mL (Pack of 6)),175832,0,0,0.0,False,Hand Wash
FAM04-004,Dalan Liq Soap,1,family_group,Dalan Liq Soap,,,,,,,,
FAM04-005,Dalan Liq Hand,3,family_group,Dalan Liq Hand,,,,,,,,
FAM04-006,DLHS Dalan Liq,1,family_group,DLHS Dalan Liq,,,,,,,,
FAM04-007,Dalan Dalan Liq,1,family_group,Dalan Dalan Liq,,,,,,,,
FAM04-008,Olive Oil Soap,2,family_group,Olive Oil Soap,B0B2X2L8G8,"VALITIC Kojic Acid Dark Spot Remover Soap Bars, Turmeric Bar Soaps 3 Pack",115,10000,1,0.0,False,Soaps
FAM04-009,Lucky Hand Lavender,1,family_group,Lucky Hand Lavender,B074MGYBMV,"Lucky Super Soft Liquid Hand Soap, Lavender, 13.5 Fluid Ounce",387617,0,0,0.0,False,Hand Wash
FAM04-010,Soap Lucky Hand,2,family_group,Soap Lucky Hand,B009OO28P8,"Lucky Super Soft Liquid Hand Soap, Eucalyptus Mint, 14 Fluid Ounce",340170,0,1,0.0,False,Hand Wash
FAM04-011,Ha Raindrop Soap,1,family_group,Ha Raindrop Soap,,,,,,,,
FAM04-012,BEAU nd Lucky,1,family_group,BEAU nd Lucky,,,,,,,,
FAM04-013,Luck Hand Soap,1,family_group,Luck Hand Soap,B0DYVFY5QX,Hand Sanitizer Bottle Case Holder - Travel Size Hanging Bag for Soap Lotion Liquids Bottle Flip Cap for 50ml Bottle Not Included (Luck),0,0,0,0.0,False,Travel Duffels
FAM04-014,Luc Hand Soap,1,family_group,Luc Hand Soap,,,,,,,,
FAM04-015,Luc ky Hand,1,family_group,Luc ky Hand,,,,,,,,
FAM04-016,ky Luc Hand,1,family_group,ky Luc Hand,,,,,,,,
FAM04-017,ky Lucky Hand,1,family_group,ky Lucky Hand,,,,,,,,
FAM04-018,Lucky Hand Soap,7,family_group,Lucky Hand Soap,B009OO28P8,"Lucky Super Soft Liquid Hand Soap, Eucalyptus Mint, 14 Fluid Ounce",340170,0,1,0.0,False,Hand Wash
FAM04-019,HTLA Lucky Hand,1,family_group,HTLA Lucky Hand,,,,,,,,
FAM04-020,Silk Hand Wash,4,family_group,Silk Hand Wash,B00J51OK9M,"Woolite Delicates Liquid Laundry Detergent, Wool Wash, Silk Wash, 16oz",4222,7000,31,70.2,True,Liquid Detergent
FAM04-021,Round Sleeve Hand,2,family_group,Round Sleeve Hand,B0DR2VQCL9,WDIRARA Women's Graphic Lip Print Crop Tee Shirt Round Neck Short Sleeve T-Shirt Slim Fit Top Black Hand Medium,84376,0,1,0.0,False,T-Shirts
FAM04-022,LU Round Round,1,family_group,LU Round Round,B085NQ81RN,SAILING LU Women Round Toe Comfortable Ballet Flats Light Purple Size 6.5,29191,0,0,0.0,False,Flats
FAM04-023,Yardley Premium Hand,3,family_group,Yardley Premium Hand,,,,,,,,
FAM04-024,Palila Hand Soap,1,family_group,Palila Hand Soap,,,,,,,,
FAM04-025,BEAU Mermeid Hand,1,family_group,BEAU Mermeid Hand,,,,,,,,
FAM04-026,Lucky Soap Refill,1,family_group,Lucky Soap Refill,B074MHL2Z7,"Lucky Super Soft Liquid Hand Soap Refill, Gold Anti-Bacterial, 40 Fluid Ounce",999348,0,0,0.0,False,Hand Wash
FAM04-027,Lucky Liquid Soap,2,family_group,Lucky Liquid Soap,B009OO28P8,"Lucky Super Soft Liquid Hand Soap, Eucalyptus Mint, 14 Fluid Ounce",340170,0,1,0.0,False,Hand Wash
FAM04-028,Yardley Bar Soap,1,family_group,Yardley Bar Soap,B0779BY2S1,"Yardley London Scented Bar Soap Variety Pack - 10 Bars Bath Soap Gift Set for Women & Men: English Lavender, Oatmeal & Almond, Aloe & Avocado, Cocoa Butter, Lemon Verbena Moisturizing Soap Bars",5632,4000,51,88.8,True,Soaps
FAM04-029,LU Yardley Mermeid,1,family_group,LU Yardley Mermeid,,,,,,,,
FAM04-030,HTLA Hair Spiking,1,family_group,HTLA Hair Spiking,,,,,,,,
FAM04-031,Hair Spray Freeze,1,family_group,Hair Spray Freeze,B07NFQTB5G,"Aussie Instant Freeze Hair Spray for Extreme Hold, Long-Lasting All-Day Fresh Citrus Scent, Safe for All Hair Types, 10 Fl Oz, 3 Pack",1754,10000,7,95.5,True,Hair Sprays
FAM04-032,Hair Spray Super,1,family_group,Hair Spray Super,B000YACKO0,Kenra Professional Volume Spray 25 50% | Super Hold Finishing & Styling Hairspray | Flake-free & Fast-drying | Wind & Humidity Resistance | All Hair Types | 10 oz,106,30000,20,94.8,True,Hair Sprays
FAM04-033,IM SS Lady,1,family_group,IM SS Lady,,,,,,,,
FAM04-034,Pray Detangler,1,family_group,Pray Detangler,,,,,,,,
FAM04-035,RIAH VIB Vibrance,1,family_group,RIAH VIB Vibrance,,,,,,,,
FAM04-036,Gell Vibrance Styling,1,family_group,Gell Vibrance Styling,,,,,,,,
FAM04-037,Gell Vib Styling,1,family_group,Gell Vib Styling,,,,,,,,
FAM04-038,Vibrance Styling Gell,2,family_group,Vibrance Styling Gell,,,,,,,,
FAM04-039,BEAU BodyLicious Shampoo,1,family_group,BEAU BodyLicious Shampoo,,,,,,,,
FAM04-040,BodyLicious Conditioner,1,family_group,BodyLicious Conditioner,,,,,,,,
FAM04-041,Leave Conditioner,1,family_group,Leave Conditioner,B076FHJ3K5,"Marc Anthony Grow Long, Detangling Leave-In Hair Conditioner Spray",119,50000,86,89.9,True,Conditioners
FAM04-042,Happy Hydration Conditioner,1,family_group,Happy Hydration Conditioner,B0DX3MPWKK,Happy Hair People Happy Hydration Shampoo & Conditioner Bundle - 12 fl oz Each,1883152,0,0,0.0,False,Conditioners
FAM04-043,Kids 3in1 Shampoo,2,family_group,Kids 3in1 Shampoo,B0CNS6DP4J,"Suave Kids Lavender 3in1 Shampoo Conditioner Body Wash, 16.5 fl oz, 4-Pack",30420,500,9,94.7,False,"3-in-1 Shampoo, Conditioner & Body Wash"
FAM04-044,Lucky Hydrating Shampoo,1,family_group,Lucky Hydrating Shampoo,B00CXK29V8,"Lucky Super Soft Hydrating Shampoo, 13 Fluid Ounce",752446,0,7,0.0,False,Shampoos
FAM04-045,Men 2in1 Wash,1,family_group,Men 2in1 Wash,B0G51C5MKV,"Suave Men Fresh Defense 2in1 Body & Face Wash with Glycerin & Vitamin E, Paraben & Phthalate Free, Cleanse, Moisturize & Refresh, Long-Lasting Fragrance, 18 FL OZ, 6 Count",126146,200,1,95.9,True,Body Washes
FAM04-046,HTLA Shampoo Men,1,family_group,HTLA Shampoo Men,,,,,,,,
FAM04-047,Shampoo Fresh Green,1,family_group,Shampoo Fresh Green,B01GET5V2C,"Green Groom Pet Odor Eliminator Dog Shampoo for Smelly Dogs, 1 Gallon, 32:1",12667,500,2,89.8,False,Shampoos
FAM04-048,Dandruff Shampoo Daily,1,family_group,Dandruff Shampoo Daily,B0B965TSKL,"Head & Shoulders Anti-Dandruff Shampoo with 1% Pyrithione Zinc | Dry Scalp Care Shampoo with Almond Oil | Itch and Dryness Relief, Flake Control, Daily Use, 28.2 Fl Oz",8413,3000,5,69.2,True,Shampoos
FAM04-049,LSS Hydration Conditioner,1,family_group,LSS Hydration Conditioner,,,,,,,,
FAM04-050,Flex Hair Spray,2,family_group,Flex Hair Spray,B07PZKNLS6,"KEVIN.MURPHY SESSION.SPRAY FLEX Flexible Finishing Spray, 11.4 fl oz",5930,1000,64,89.4,False,Hair Sprays
FAM04-051,Flex Shampoo Tea,1,family_group,Flex Shampoo Tea,B0H3FKS6S7,TEA Break Flex Body Building Normal to Dry Shampoo 592 ml,247769,0,2,0.0,False,Shampoos
FAM04-052,Flex Conditioner Coconut,1,family_group,Flex Conditioner Coconut,,,,,,,,
FAM04-053,Flex Conditioner Full,1,family_group,Flex Conditioner Full,,,,,,,,
FAM04-054,Flex Shampoo Vanilla,1,family_group,Flex Shampoo Vanilla,,,,,,,,
FAM04-055,HEALTH BEAU TY,2,family_group,HEALTH BEAU TY,,,,,,,,
FAM04-056,Vibrance Mens Shampoo,1,family_group,Vibrance Mens Shampoo,,,,,,,,
FAM04-057,Vibrance Shampoo Kiwi,1,family_group,Vibrance Shampoo Kiwi,,,,,,,,
FAM04-058,HTLA Cavalier Horse,1,family_group,HTLA Cavalier Horse,,,,,,,,
FAM04-059,STCUDORP Hair Vitalize,1,family_group,STCUDORP Hair Vitalize,,,,,,,,
FAM04-060,Hair Vitalize Pro,1,family_group,Hair Vitalize Pro,,,,,,,,
FAM04-061,Hair Vitalize Multi,1,family_group,Hair Vitalize Multi,,,,,,,,
FAM04-062,RIAH Hair Vitalize,1,family_group,RIAH Hair Vitalize,,,,,,,,
FAM04-063,Color Vibes Hair,10,family_group,Color Vibes Hair,B0D3L1Q798,"Color Lux Direct Vibes Semi-Permanent Hair Color, Magenta, 8 fl oz",45400,300,1,0.0,False,Hair Color
FAM04-064,HEALTH BEAU Color,1,family_group,HEALTH BEAU Color,B0GXW4HJ6B,"Beau Salon Partitions, Wrought Iron U-Shaped Diagonal Support Rods, Durable Health & Wellness Center Accessories, Color 2, 120cm Wide, Ideal for Professional Use",0,0,0,0.0,False,Partitions
FAM04-065,HAIR Color Vibes,1,family_group,HAIR Color Vibes,B0D3L1Q798,"Color Lux Direct Vibes Semi-Permanent Hair Color, Magenta, 8 fl oz",45400,300,1,0.0,False,Hair Color
FAM04-066,HTLA Color Vibes,1,family_group,HTLA Color Vibes,,,,,,,,
FAM04-067,STCUDORP Hair Colo,1,family_group,STCUDORP Hair Colo,,,,,,,,
