ItemCode,Description,CasePack,Source,Search Query,Best ASIN,Matched Title,BSR,Monthly Sold,Seller Count,Amazon Present %,Amazon Is Buybox,Category
FAM01-001,Tide Simply Detergent,9,family_group,Tide Simply Detergent,B0CPTFHJDY,"Tide Simply Liquid Laundry Detergent, Daybreak Fresh Scent, 128 Loads, 168 fl oz, All-In-One Detergent",162,0,3,79.2,False,Liquid Detergent
FAM01-002,Tide Liquid Top,1,family_group,Tide Liquid Top,,,,,,,,
FAM01-003,Tide Display Laundry,1,family_group,Tide Display Laundry,,,,,,,,
FAM01-004,Tide Laundry Liquid,7,family_group,Tide Laundry Liquid,B0FGL1ZPP6,"Tide Laundry Detergent Liquid, Original Scent, 126 Loads, 158 fl oz, Works on 100% of Common Stains",56,50,1,59.8,False,Liquid Detergent
FAM01-005,Tide Simply Laundry,1,family_group,Tide Simply Laundry,B0CPTFHJDY,"Tide Simply Liquid Laundry Detergent, Daybreak Fresh Scent, 128 Loads, 168 fl oz, All-In-One Detergent",162,0,3,79.2,False,Liquid Detergent
FAM01-006,Tide Liq ld,1,family_group,Tide Liq ld,,,,,,,,
FAM01-007,Ajax Laundry Liquid,1,family_group,Ajax Laundry Liquid,B0F12X67LM,"Ajax Oxy Overload Liquid Laundry Detergent, Fresh Burst Scent, Stain & Odor Fighting, HE Compatible, 80 Loads, 60 fl oz, Pack of 2",220515,0,0,0.0,False,Liquid Detergent
FAM01-008,Ajax Laundry Detergent,6,family_group,Ajax Laundry Detergent,B0F12X67LM,"Ajax Oxy Overload Liquid Laundry Detergent, Fresh Burst Scent, Stain & Odor Fighting, HE Compatible, 80 Loads, 60 fl oz, Pack of 2",220515,0,0,0.0,False,Liquid Detergent
FAM01-009,oz Ajax Laundry,1,family_group,oz Ajax Laundry,B0F12X67LM,"Ajax Oxy Overload Liquid Laundry Detergent, Fresh Burst Scent, Stain & Odor Fighting, HE Compatible, 80 Loads, 60 fl oz, Pack of 2",220515,0,0,0.0,False,Liquid Detergent
FAM01-010,Roma Laundry Liquid,1,family_group,Roma Laundry Liquid,B07T751C27,"Roma, Liquid Laundry Detergent Biodegradable - 33.8 Ounce (Pack of 2)",99540,0,30,0.0,False,Liquid Detergent
FAM01-011,Foca Laundry Liquid,1,family_group,Foca Laundry Liquid,B00ML7JU2Y,"Foca Liquid Laundry Detergent Soap, 10 Kg",117842,100,1,0.0,False,Liquid Detergent
FAM01-012,Zote White Liquid,1,family_group,Zote White Liquid,B0DHN55ZQ5,"Liquid Laundry Detergent ZOTE - Pink & White, 33.8 oz Each - Powerful Stain Remover for Standard & HE Washing Machines - Effective Formula for Clean, Fresh Clothes",73560,50,1,0.0,False,Liquid Detergent
FAM01-013,Zote Pink Liquid,1,family_group,Zote Pink Liquid,B0DHN55ZQ5,"Liquid Laundry Detergent ZOTE - Pink & White, 33.8 oz Each - Powerful Stain Remover for Standard & HE Washing Machines - Effective Formula for Clean, Fresh Clothes",73560,50,1,0.0,False,Liquid Detergent
FAM01-014,Zote Laundry Liquid,1,family_group,Zote Laundry Liquid,B0DHN55ZQ5,"Liquid Laundry Detergent ZOTE - Pink & White, 33.8 oz Each - Powerful Stain Remover for Standard & HE Washing Machines - Effective Formula for Clean, Fresh Clothes",73560,50,1,0.0,False,Liquid Detergent
FAM01-015,Xtra Laundry Liquid,18,family_group,Xtra Laundry Liquid,B0D87PQ895,"DedCool, Liquid Laundry Detergent in Xtra Milk, Up to 60 Washes, 32 fl oz",5391,4000,2,0.0,False,Liquid Detergent
FAM01-016,LAUNDRY Xtra Laundry,1,family_group,LAUNDRY Xtra Laundry,B0D87PQ895,"DedCool, Liquid Laundry Detergent in Xtra Milk, Up to 60 Washes, 32 fl oz",5391,4000,2,0.0,False,Liquid Detergent
FAM01-017,Arm Hammer Laundry,5,family_group,Arm Hammer Laundry,B0GSPD9FZ6,ARM & HAMMER Plus OxiClean with Odor Blasters Liquid Laundry Detergent,91,60000,3,97.7,True,Liquid Detergent
FAM01-018,Oz Arm Hammer,3,family_group,Oz Arm Hammer,B0GSPD9FZ6,ARM & HAMMER Plus OxiClean with Odor Blasters Liquid Laundry Detergent,91,60000,3,97.7,True,Liquid Detergent
FAM01-019,Arm Hammer Liquid,1,family_group,Arm Hammer Liquid,B0GSPD9FZ6,ARM & HAMMER Plus OxiClean with Odor Blasters Liquid Laundry Detergent,91,60000,3,97.7,True,Liquid Detergent
FAM01-020,Fab Laundry Detergent,1,family_group,Fab Laundry Detergent,B0G2SNPXK8,"Fab Tab 100% Plastic Free Soap Fresh Scent, Laundry Detergent Tabs 120 CT",120002,0,1,0.0,False,Detergent Pacs & Tablets
FAM01-021,Purex Laundry Liquid,1,family_group,Purex Laundry Liquid,B0CPNGH81B,"Purex Baby Soft Liquid Laundry Detergent, 82.5 fl oz, 165 Loads",12603,2000,8,97.9,True,Liquid Detergent
FAM01-022,Home Made Simple,1,family_group,Home Made Simple,B0GSGSFL1Z,"Sprouting Wisdom: Herb Gardening Made Simple: The Complete Beginner's Guide to Growing, Harvesting, and Using Fresh Herbs for Flavor, Health, and Home",21854,0,0,75.0,False,Techniques
FAM01-023,Dreft Laundry Stage,1,family_group,Dreft Laundry Stage,B0CQRWQY96,"Dreft Stage 2 Active Baby Liquid Laundry Detergent, Helps Remove 99% of Baby Food Stains, Hypoallergenic, 64 loads",4340,0,2,90.6,False,Liquid Detergent
FAM01-024,Gain Laundry Moonlight,1,family_group,Gain Laundry Moonlight,B0G6JBRZ56,"Gain Plus Liquid Laundry Detergent, Cleaner, Fresher, Now with Oxi, Moonlight Breeze Scent, 99 fl oz, 75 Loads",390,20000,3,95.0,True,Liquid Detergent
FAM01-025,Gain Laundry Super,1,family_group,Gain Laundry Super,B0C35NDZH2,"Gain + Odor Defense Liquid Laundry Detergent, Super Fresh Blast Scent, 107 Loads, HE Compatible Washing Soap (Packaging May Vary)",610,20000,13,98.9,True,Liquid Detergent
FAM01-026,Gain Laundry Blissful,1,family_group,Gain Laundry Blissful,B07Q3981J1,"Gain flings Laundry Detergent Soap Pacs, HE Compatible, 42 Count, Long Lasting Scent, Blissful Breeze Scent",2100,0,21,72.4,False,Detergent Pacs & Tablets
FAM01-027,Oz Tide Liquid,1,family_group,Oz Tide Liquid,B0CQ42Q5J9,"Tide Laundry Detergent Liquid, Original Scent, 80 Loads, 100 FL OZ, Works on 100% of Common Stains, Laundry Soap, Liquid Laundry Detergent",51,10000,7,99.3,True,Liquid Detergent
FAM01-028,Tide Ultra Bleach,1,family_group,Tide Ultra Bleach,B00BZWUK2A,"Tide Ultra Plus Bleach Original Scent Powder Laundry Detergent, 80 loads, 144 oz",230764,0,8,0.0,False,Powder Detergent
FAM01-029,218gm Tide Powder,2,family_group,218gm Tide Powder,,,,,,,,
FAM01-030,350gm Tide Powder,1,family_group,350gm Tide Powder,,,,,,,,
FAM01-031,690gm Tide Powder,1,family_group,690gm Tide Powder,,,,,,,,
FAM01-032,Tide Powder Bag,2,family_group,Tide Powder Bag,,,,,,,,
FAM01-033,Tide Powder Downy,2,family_group,Tide Powder Downy,B008YWIO40,"Tide Ultra Plus A Touch of Downy April Fresh Scent Powder Laundry Detergent, 80 Loads, 148 oz",252767,0,5,0.0,False,Powder Detergent
FAM01-034,Tide Powder Tide,1,family_group,Tide Powder Tide,B009P7XHWW,"Tide Powder Laundry Detergent, Original Scent, 125 Loads, 143 oz",2693,9000,15,79.7,True,Powder Detergent
FAM01-035,750gm Ariel Powder,1,family_group,750gm Ariel Powder,,,,,,,,
FAM01-036,850gm Ariel Powder,1,family_group,850gm Ariel Powder,,,,,,,,
FAM01-037,850gm Ariel Laundry,1,family_group,850gm Ariel Laundry,,,,,,,,
